"";"ANNEE";"DEPARTEMENT";"Age";"Qmort";"Survie";"EdVieRes"
"22697";1876;"INDRE-ET-LOIRE";85;0,7257;0,068;0,34
"22698";1876;"ISERE";0;0,3144;1;40,855
"22699";1876;"ISERE";10;0,0265;0,657;32,425
"22700";1876;"ISERE";15;0,0381;0,64;29,14
"22701";1876;"ISERE";20;0,0493;0,616;25,94
"22702";1876;"ISERE";25;0,0529;0,585;22,86
"22703";1876;"ISERE";30;0,0561;0,554;19,935
"22704";1876;"ISERE";35;0,0594;0,523;17,165
"22705";1876;"ISERE";40;0,0626;0,492;14,55
"22706";1876;"ISERE";45;0,068;0,461;12,09
"22707";1876;"ISERE";5;0,0411;0,686;35,855
"22708";1876;"ISERE";50;0,0846;0,43;9,785
"22709";1876;"ISERE";55;0,1131;0,394;7,635
"22710";1876;"ISERE";60;0,1612;0,349;5,665
"22711";1876;"ISERE";65;0,2311;0,293;3,92
"22712";1876;"ISERE";70;0,3345;0,225;2,455
"22713";1876;"ISERE";75;0,4524;0,15;1,33
"22714";1876;"ISERE";80;0,5895;0,082;0,58
"22715";1876;"ISERE";85;0,7492;0,034;0,17
"22716";1876;"JURA";0;0,298;1;42,21
"22717";1876;"JURA";10;0,0251;0,675;33,7
"22718";1876;"JURA";15;0,0362;0,658;30,325
"22719";1876;"JURA";20;0,0469;0,634;27,035
"22720";1876;"JURA";25;0,0505;0,604;23,865
"22721";1876;"JURA";30;0,0537;0,574;20,845
"22722";1876;"JURA";35;0,0571;0,543;17,975
"22723";1876;"JURA";40;0,0605;0,512;15,26
"22724";1876;"JURA";45;0,0661;0,481;12,7
"22725";1876;"JURA";5;0,0386;0,702;37,21
"22726";1876;"JURA";50;0,0826;0,449;10,295
"22727";1876;"JURA";55;0,1106;0,412;8,05
"22728";1876;"JURA";60;0,1581;0,367;5,99
"22729";1876;"JURA";65;0,2274;0,309;4,155
"22730";1876;"JURA";70;0,3302;0,238;2,61
"22731";1876;"JURA";75;0,4483;0,16;1,42
"22732";1876;"JURA";80;0,5863;0,088;0,62
"22733";1876;"JURA";85;0,747;0,036;0,18
"22734";1876;"LANDES";0;0,3407;1;38,74
"22735";1876;"LANDES";10;0,0288;0,629;30,445
"22736";1876;"LANDES";15;0,041;0,611;27,3
"22737";1876;"LANDES";20;0,0529;0,586;24,245
"22738";1876;"LANDES";25;0,0567;0,555;21,315
"22739";1876;"LANDES";30;0,06;0,524;18,54
"22740";1876;"LANDES";35;0,0631;0,492;15,92
"22741";1876;"LANDES";40;0,066;0,461;13,46
"22742";1876;"LANDES";45;0,0709;0,431;11,155
"22743";1876;"LANDES";5;0,0452;0,659;33,74
"22744";1876;"LANDES";50;0,0878;0,4;9
"22745";1876;"LANDES";55;0,1168;0,365;7
"22746";1876;"LANDES";60;0,1659;0,323;5,175
"22747";1876;"LANDES";65;0,2369;0,269;3,56
"22748";1876;"LANDES";70;0,3411;0,205;2,215
"22749";1876;"LANDES";75;0,4586;0,135;1,19
"22750";1876;"LANDES";80;0,5943;0,073;0,515
"22751";1876;"LANDES";85;0,7526;0,03;0,15
"22752";1876;"LOIR-ET-CHER";0;0,1614;1;55,305
"22753";1876;"LOIR-ET-CHER";10;0,0134;0,823;46,11
"22754";1876;"LOIR-ET-CHER";15;0,0205;0,812;41,995
"22755";1876;"LOIR-ET-CHER";20;0,0272;0,795;37,935
"22756";1876;"LOIR-ET-CHER";25;0,0299;0,774;33,96
"22757";1876;"LOIR-ET-CHER";30;0,0324;0,75;30,09
"22758";1876;"LOIR-ET-CHER";35;0,036;0,726;26,34
"22759";1876;"LOIR-ET-CHER";40;0,0404;0,7;22,71
"22760";1876;"LOIR-ET-CHER";45;0,0479;0,672;19,21
"22761";1876;"LOIR-ET-CHER";5;0,0188;0,839;50,305
"22762";1876;"LOIR-ET-CHER";50;0,0627;0,64;15,85
"22763";1876;"LOIR-ET-CHER";55;0,0863;0,599;12,65
"22764";1876;"LOIR-ET-CHER";60;0,127;0,548;9,655
"22765";1876;"LOIR-ET-CHER";65;0,1885;0,478;6,915
"22766";1876;"LOIR-ET-CHER";70;0,2845;0,388;4,525
"22767";1876;"LOIR-ET-CHER";75;0,4042;0,278;2,585
"22768";1876;"LOIR-ET-CHER";80;0,551;0,165;1,195
"22769";1876;"LOIR-ET-CHER";85;0,7224;0,074;0,37
"22770";1876;"LOIRE";0;0,2913;1;42,775
"22771";1876;"LOIRE";10;0,0245;0,682;34,23
"22772";1876;"LOIRE";15;0,0355;0,665;30,82
"22773";1876;"LOIRE";20;0,046;0,642;27,495
"22774";1876;"LOIRE";25;0,0496;0,612;24,285
"22775";1876;"LOIRE";30;0,0527;0,582;21,225
"22776";1876;"LOIRE";35;0,0561;0,551;18,315
"22777";1876;"LOIRE";40;0,0596;0,52;15,56
"22778";1876;"LOIRE";45;0,0653;0,489;12,96
"22779";1876;"LOIRE";5;0,0376;0,709;37,775
"22780";1876;"LOIRE";50;0,0818;0,457;10,515
"22781";1876;"LOIRE";55;0,1096;0,42;8,23
"22782";1876;"LOIRE";60;0,1568;0,374;6,13
"22783";1876;"LOIRE";65;0,2258;0,315;4,26
"22784";1876;"LOIRE";70;0,3284;0,244;2,685
"22785";1876;"LOIRE";75;0,4466;0,164;1,465
"22786";1876;"LOIRE";80;0,5849;0,091;0,645
"22787";1876;"LOIRE";85;0,7461;0,038;0,19
"22788";1876;"LOIRE-INFERIEURE";0;0,2506;1;46,37
"22789";1876;"LOIRE-INFERIEURE";10;0,021;0,726;37,625
"22790";1876;"LOIRE-INFERIEURE";15;0,0308;0,711;33,995
"22791";1876;"LOIRE-INFERIEURE";20;0,0402;0,689;30,44
"22792";1876;"LOIRE-INFERIEURE";25;0,0436;0,661;26,995
"22793";1876;"LOIRE-INFERIEURE";30;0,0466;0,632;23,69
"22794";1876;"LOIRE-INFERIEURE";35;0,0501;0,603;20,53
"22795";1876;"LOIRE-INFERIEURE";40;0,054;0,573;17,515
"22796";1876;"LOIRE-INFERIEURE";45;0,0603;0,542;14,65
"22797";1876;"LOIRE-INFERIEURE";5;0,0315;0,749;41,37
"22798";1876;"LOIRE-INFERIEURE";50;0,0764;0,509;11,94
"22799";1876;"LOIRE-INFERIEURE";55;0,1032;0,47;9,395
"22800";1876;"LOIRE-INFERIEURE";60;0,1486;0,422;7,045
"22801";1876;"LOIRE-INFERIEURE";65;0,2157;0,359;4,935
"22802";1876;"LOIRE-INFERIEURE";70;0,3166;0,281;3,14
"22803";1876;"LOIRE-INFERIEURE";75;0,4354;0,192;1,735
"22804";1876;"LOIRE-INFERIEURE";80;0,5761;0,109;0,775
"22805";1876;"LOIRE-INFERIEURE";85;0,7399;0,046;0,23
"22806";1876;"LOIRE(HAUTE-)";0;0,2675;1;44,84
"22807";1876;"LOIRE(HAUTE-)";10;0,0225;0,708;36,175
"22808";1876;"LOIRE(HAUTE-)";15;0,0328;0,692;32,635
"22809";1876;"LOIRE(HAUTE-)";20;0,0426;0,669;29,175
"22810";1876;"LOIRE(HAUTE-)";25;0,0461;0,64;25,83
"22811";1876;"LOIRE(HAUTE-)";30;0,0491;0,611;22,63
"22812";1876;"LOIRE(HAUTE-)";35;0,0526;0,581;19,575
"22813";1876;"LOIRE(HAUTE-)";40;0,0563;0,55;16,67
"22814";1876;"LOIRE(HAUTE-)";45;0,0624;0,519;13,92
"22815";1876;"LOIRE(HAUTE-)";5;0,034;0,733;39,84
"22816";1876;"LOIRE(HAUTE-)";50;0,0787;0,487;11,325
"22817";1876;"LOIRE(HAUTE-)";55;0,1059;0,449;8,89
"22818";1876;"LOIRE(HAUTE-)";60;0,1521;0,401;6,645
"22819";1876;"LOIRE(HAUTE-)";65;0,22;0,34;4,64
"22820";1876;"LOIRE(HAUTE-)";70;0,3216;0,265;2,94
"22821";1876;"LOIRE(HAUTE-)";75;0,4402;0,18;1,615
"22822";1876;"LOIRE(HAUTE-)";80;0,5799;0,101;0,715
"22823";1876;"LOIRE(HAUTE-)";85;0,7426;0,042;0,21
"22824";1876;"LOIRET";0;0,183;1;52,98
"22825";1876;"LOIRET";10;0,0152;0,799;43,895
"22826";1876;"LOIRET";15;0,023;0,787;39,9
"22827";1876;"LOIRET";20;0,0304;0,769;35,965
"22828";1876;"LOIRET";25;0,0333;0,746;32,12
"22829";1876;"LOIRET";30;0,0359;0,721;28,39
"22830";1876;"LOIRET";35;0,0395;0,695;24,785
"22831";1876;"LOIRET";40;0,0439;0,667;21,31
"22832";1876;"LOIRET";45;0,0511;0,638;17,975
"22833";1876;"LOIRET";5;0,0217;0,817;47,98
"22834";1876;"LOIRET";50;0,0664;0,606;14,785
"22835";1876;"LOIRET";55;0,0908;0,565;11,755
"22836";1876;"LOIRET";60;0,1328;0,514;8,93
"22837";1876;"LOIRET";65;0,1959;0,446;6,36
"22838";1876;"LOIRET";70;0,2933;0,358;4,13
"22839";1876;"LOIRET";75;0,4129;0,253;2,34
"22840";1876;"LOIRET";80;0,558;0,149;1,075
"22841";1876;"LOIRET";85;0,7273;0,066;0,33
"22842";1876;"LOT";0;0,2258;1;48,68
"22843";1876;"LOT";10;0,0189;0,753;39,81
"22844";1876;"LOT";15;0,028;0,738;36,045
"22845";1876;"LOT";20;0,0366;0,718;32,355
"22846";1876;"LOT";25;0,0398;0,691;28,765
"22847";1876;"LOT";30;0,0427;0,664;25,31
"22848";1876;"LOT";35;0,0463;0,636;21,99
"22849";1876;"LOT";40;0,0504;0,606;18,81
"22850";1876;"LOT";45;0,0571;0,576;15,78
"22851";1876;"LOT";5;0,0279;0,774;43,68
"22852";1876;"LOT";50;0,0729;0,543;12,9
"22853";1876;"LOT";55;0,0989;0,503;10,185
"22854";1876;"LOT";60;0,1432;0,453;7,67
"22855";1876;"LOT";65;0,2089;0,388;5,405
"22856";1876;"LOT";70;0,3087;0,307;3,465
"22857";1876;"LOT";75;0,4278;0,212;1,93
"22858";1876;"LOT";80;0,57;0,122;0,87
"22859";1876;"LOT";85;0,7357;0,052;0,26
"22860";1876;"LOT-ET-GARONNE";0;0,1745;1;53,875
"22861";1876;"LOT-ET-GARONNE";10;0,0145;0,808;44,745
"22862";1876;"LOT-ET-GARONNE";15;0,022;0,797;40,705
"22863";1876;"LOT-ET-GARONNE";20;0,0291;0,779;36,72
"22864";1876;"LOT-ET-GARONNE";25;0,0319;0,757;32,825
"22865";1876;"LOT-ET-GARONNE";30;0,0345;0,732;29,04
"22866";1876;"LOT-ET-GARONNE";35;0,0382;0,707;25,38
"22867";1876;"LOT-ET-GARONNE";40;0,0426;0,68;21,845
"22868";1876;"LOT-ET-GARONNE";45;0,0499;0,651;18,445
"22869";1876;"LOT-ET-GARONNE";5;0,0206;0,826;48,875
"22870";1876;"LOT-ET-GARONNE";50;0,065;0,619;15,19
"22871";1876;"LOT-ET-GARONNE";55;0,0891;0,578;12,095
"22872";1876;"LOT-ET-GARONNE";60;0,1306;0,527;9,205
"22873";1876;"LOT-ET-GARONNE";65;0,1931;0,458;6,57
"22874";1876;"LOT-ET-GARONNE";70;0,2899;0,37;4,28
"22875";1876;"LOT-ET-GARONNE";75;0,4096;0,262;2,43
"22876";1876;"LOT-ET-GARONNE";80;0,5554;0,155;1,12
"22877";1876;"LOT-ET-GARONNE";85;0,7255;0,069;0,345
"22878";1876;"LOZERE";0;0,5046;1;27,405
"22879";1876;"LOZERE";10;0,0432;0,46;19,93
"22880";1876;"LOZERE";15;0,0591;0,44;17,63
"22881";1876;"LOZERE";20;0,0751;0,414;15,43
"22882";1876;"LOZERE";25;0,0794;0,383;13,36
"22883";1876;"LOZERE";30;0,0829;0,352;11,445
"22884";1876;"LOZERE";35;0,0848;0,323;9,685
"22885";1876;"LOZERE";40;0,0854;0,296;8,07
"22886";1876;"LOZERE";45;0,0871;0,271;6,59
"22887";1876;"LOZERE";5;0,0718;0,495;22,405
"22888";1876;"LOZERE";50;0,1047;0,247;5,235
"22889";1876;"LOZERE";55;0,137;0,221;4
"22890";1876;"LOZERE";60;0,1909;0,191;2,895
"22891";1876;"LOZERE";65;0,2671;0,154;1,94
"22892";1876;"LOZERE";70;0,3753;0,113;1,17
"22893";1876;"LOZERE";75;0,4901;0,071;0,605
"22894";1876;"LOZERE";80;0,6183;0,036;0,25
"22895";1876;"LOZERE";85;0,7694;0,014;0,07
"22896";1876;"MAINE-ET-LOIRE";0;0,2383;1;47,5
"22897";1876;"MAINE-ET-LOIRE";10;0,02;0,739;38,69
"22898";1876;"MAINE-ET-LOIRE";15;0,0294;0,724;34,995
"22899";1876;"MAINE-ET-LOIRE";20;0,0384;0,703;31,375
"22900";1876;"MAINE-ET-LOIRE";25;0,0417;0,676;27,86
"22901";1876;"MAINE-ET-LOIRE";30;0,0447;0,648;24,48
"22902";1876;"MAINE-ET-LOIRE";35;0,0482;0,619;21,24
"22903";1876;"MAINE-ET-LOIRE";40;0,0522;0,589;18,145
"22904";1876;"MAINE-ET-LOIRE";45;0,0587;0,558;15,2
"22905";1876;"MAINE-ET-LOIRE";5;0,0297;0,762;42,5
"22906";1876;"MAINE-ET-LOIRE";50;0,0747;0,526;12,41
"22907";1876;"MAINE-ET-LOIRE";55;0,1011;0,486;9,78
"22908";1876;"MAINE-ET-LOIRE";60;0,146;0,437;7,35
"22909";1876;"MAINE-ET-LOIRE";65;0,2124;0,373;5,165
"22910";1876;"MAINE-ET-LOIRE";70;0,3127;0,294;3,3
"22911";1876;"MAINE-ET-LOIRE";75;0,4317;0,202;1,83
"22912";1876;"MAINE-ET-LOIRE";80;0,5732;0,115;0,82
"22913";1876;"MAINE-ET-LOIRE";85;0,7379;0,049;0,245
"22914";1876;"MANCHE";0;0,2471;1;46,685
"22915";1876;"MANCHE";10;0,0207;0,73;37,92
"22916";1876;"MANCHE";15;0,0304;0,714;34,27
"22917";1876;"MANCHE";20;0,0397;0,693;30,7
"22918";1876;"MANCHE";25;0,043;0,665;27,235
"22919";1876;"MANCHE";30;0,046;0,637;23,91
"22920";1876;"MANCHE";35;0,0496;0,607;20,725
"22921";1876;"MANCHE";40;0,0535;0,577;17,69
"22922";1876;"MANCHE";45;0,0599;0,546;14,805
"22923";1876;"MANCHE";5;0,031;0,753;41,685
"22924";1876;"MANCHE";50;0,0759;0,514;12,075
"22925";1876;"MANCHE";55;0,1026;0,475;9,505
"22926";1876;"MANCHE";60;0,1478;0,426;7,13
"22927";1876;"MANCHE";65;0,2147;0,363;5
"22928";1876;"MANCHE";70;0,3155;0,285;3,185
"22929";1876;"MANCHE";75;0,4344;0,195;1,76
"22930";1876;"MANCHE";80;0,5753;0,11;0,785
"22931";1876;"MANCHE";85;0,7393;0,047;0,235
"22932";1876;"MARNE";0;0,1927;1;51,97
"22933";1876;"MARNE";10;0,0161;0,789;42,935
"22934";1876;"MARNE";15;0,0242;0,776;38,99
"22935";1876;"MARNE";20;0,0318;0,757;35,11
"22936";1876;"MARNE";25;0,0348;0,733;31,325
"22937";1876;"MARNE";30;0,0375;0,708;27,66
"22938";1876;"MARNE";35;0,0411;0,681;24,12
"22939";1876;"MARNE";40;0,0454;0,653;20,715
"22940";1876;"MARNE";45;0,0525;0,623;17,45
"22941";1876;"MARNE";5;0,0231;0,807;46,97
"22942";1876;"MARNE";50;0,0679;0,591;14,335
"22943";1876;"MARNE";55;0,0927;0,551;11,38
"22944";1876;"MARNE";60;0,1353;0,5;8,625
"22945";1876;"MARNE";65;0,199;0,432;6,125
"22946";1876;"MARNE";70;0,297;0,346;3,965
"22947";1876;"MARNE";75;0,4165;0,243;2,235
"22948";1876;"MARNE";80;0,561;0,142;1,02
"22949";1876;"MARNE";85;0,7294;0,062;0,31
"22950";1876;"MARNE(HAUTE-)";0;0,1866;1;52,61
"22951";1876;"MARNE(HAUTE-)";10;0,0155;0,795;43,545
"22952";1876;"MARNE(HAUTE-)";15;0,0234;0,783;39,57
"22953";1876;"MARNE(HAUTE-)";20;0,0309;0,765;35,655
"22954";1876;"MARNE(HAUTE-)";25;0,0338;0,741;31,83
"22955";1876;"MARNE(HAUTE-)";30;0,0365;0,716;28,125
"22956";1876;"MARNE(HAUTE-)";35;0,0401;0,69;24,545
"22957";1876;"MARNE(HAUTE-)";40;0,0445;0,662;21,095
"22958";1876;"MARNE(HAUTE-)";45;0,0516;0,633;17,785
"22959";1876;"MARNE(HAUTE-)";5;0,0222;0,813;47,61
"22960";1876;"MARNE(HAUTE-)";50;0,0669;0,6;14,62
"22961";1876;"MARNE(HAUTE-)";55;0,0915;0,56;11,62
"22962";1876;"MARNE(HAUTE-)";60;0,1337;0,509;8,82
"22963";1876;"MARNE(HAUTE-)";65;0,1971;0,441;6,275
"22964";1876;"MARNE(HAUTE-)";70;0,2947;0,354;4,07
"22965";1876;"MARNE(HAUTE-)";75;0,4142;0,25;2,3
"22966";1876;"MARNE(HAUTE-)";80;0,5591;0,146;1,05
"22967";1876;"MARNE(HAUTE-)";85;0,7281;0,064;0,32
"22968";1876;"MAYENNE";0;0,284;1;43,4
"22969";1876;"MAYENNE";10;0,0239;0,69;34,82
"22970";1876;"MAYENNE";15;0,0346;0,673;31,37
"22971";1876;"MAYENNE";20;0,045;0,65;28,005
"22972";1876;"MAYENNE";25;0,0485;0,621;24,755
"22973";1876;"MAYENNE";30;0,0516;0,591;21,65
"22974";1876;"MAYENNE";35;0,055;0,56;18,695
"22975";1876;"MAYENNE";40;0,0586;0,529;15,895
"22976";1876;"MAYENNE";45;0,0644;0,498;13,25
"22977";1876;"MAYENNE";5;0,0365;0,716;38,4
"22978";1876;"MAYENNE";50;0,0809;0,466;10,76
"22979";1876;"MAYENNE";55;0,1085;0,429;8,43
"22980";1876;"MAYENNE";60;0,1554;0,382;6,285
"22981";1876;"MAYENNE";65;0,2241;0,323;4,375
"22982";1876;"MAYENNE";70;0,3264;0,25;2,76
"22983";1876;"MAYENNE";75;0,4447;0,169;1,51
"22984";1876;"MAYENNE";80;0,5834;0,094;0,665
"22985";1876;"MAYENNE";85;0,745;0,039;0,195
"22986";1876;"MEURTHE-ET-MOSELLE";0;0,2421;1;47,145
"22987";1876;"MEURTHE-ET-MOSELLE";10;0,0203;0,735;38,355
"22988";1876;"MEURTHE-ET-MOSELLE";15;0,0299;0,72;34,68
"22989";1876;"MEURTHE-ET-MOSELLE";20;0,039;0,699;31,08
"22990";1876;"MEURTHE-ET-MOSELLE";25;0,0423;0,671;27,585
"22991";1876;"MEURTHE-ET-MOSELLE";30;0,0452;0,643;24,23
"22992";1876;"MEURTHE-ET-MOSELLE";35;0,0488;0,614;21,015
"22993";1876;"MEURTHE-ET-MOSELLE";40;0,0528;0,584;17,945
"22994";1876;"MEURTHE-ET-MOSELLE";45;0,0592;0,553;15,025
"22995";1876;"MEURTHE-ET-MOSELLE";5;0,0302;0,758;42,145
"22996";1876;"MEURTHE-ET-MOSELLE";50;0,0753;0,52;12,26
"22997";1876;"MEURTHE-ET-MOSELLE";55;0,1017;0,481;9,66
"22998";1876;"MEURTHE-ET-MOSELLE";60;0,1468;0,432;7,255
"22999";1876;"MEURTHE-ET-MOSELLE";65;0,2134;0,369;5,095
"23000";1876;"MEURTHE-ET-MOSELLE";70;0,3139;0,29;3,25
"23001";1876;"MEURTHE-ET-MOSELLE";75;0,4329;0,199;1,8
"23002";1876;"MEURTHE-ET-MOSELLE";80;0,5741;0,113;0,805
"23003";1876;"MEURTHE-ET-MOSELLE";85;0,7385;0,048;0,24
"23004";1876;"MEUSE";0;0,2007;1;51,16
"23005";1876;"MEUSE";10;0,0167;0,78;42,165
"23006";1876;"MEUSE";15;0,0251;0,767;38,265
"23007";1876;"MEUSE";20;0,033;0,748;34,43
"23008";1876;"MEUSE";25;0,036;0,723;30,69
"23009";1876;"MEUSE";30;0,0388;0,697;27,075
"23010";1876;"MEUSE";35;0,0424;0,67;23,59
"23011";1876;"MEUSE";40;0,0467;0,641;20,24
"23012";1876;"MEUSE";45;0,0537;0,612;17,035
"23013";1876;"MEUSE";5;0,0243;0,799;46,16
"23014";1876;"MEUSE";50;0,0692;0,579;13,975
"23015";1876;"MEUSE";55;0,0943;0,539;11,08
"23016";1876;"MEUSE";60;0,1373;0,488;8,385
"23017";1876;"MEUSE";65;0,2015;0,421;5,945
"23018";1876;"MEUSE";70;0,3;0,336;3,84
"23019";1876;"MEUSE";75;0,4194;0,235;2,16
"23020";1876;"MEUSE";80;0,5633;0,137;0,985
"23021";1876;"MEUSE";85;0,731;0,06;0,3
"23022";1876;"MORBIHAN";0;0,2638;1;45,175
"23023";1876;"MORBIHAN";10;0,0222;0,712;36,495
"23024";1876;"MORBIHAN";15;0,0323;0,696;32,935
"23025";1876;"MORBIHAN";20;0,0421;0,673;29,455
"23026";1876;"MORBIHAN";25;0,0455;0,645;26,09
"23027";1876;"MORBIHAN";30;0,0486;0,616;22,865
"23028";1876;"MORBIHAN";35;0,0521;0,586;19,785
"23029";1876;"MORBIHAN";40;0,0558;0,555;16,855
"23030";1876;"MORBIHAN";45;0,062;0,524;14,08
"23031";1876;"MORBIHAN";5;0,0335;0,736;40,175
"23032";1876;"MORBIHAN";50;0,0782;0,492;11,46
"23033";1876;"MORBIHAN";55;0,1053;0,453;9
"23034";1876;"MORBIHAN";60;0,1514;0,406;6,735
"23035";1876;"MORBIHAN";65;0,2191;0,344;4,705
"23036";1876;"MORBIHAN";70;0,3206;0,269;2,985
"23037";1876;"MORBIHAN";75;0,4392;0,183;1,64
"23038";1876;"MORBIHAN";80;0,5791;0,102;0,725
"23039";1876;"MORBIHAN";85;0,742;0,043;0,215
"23040";1876;"MOSELLE";0;0;1;5
"23041";1876;"NIEVRE";0;0,2217;1;49,08
"23042";1876;"NIEVRE";10;0,0185;0,757;40,19
"23043";1876;"NIEVRE";15;0,0275;0,743;36,405
"23044";1876;"NIEVRE";20;0,0361;0,723;32,69
"23045";1876;"NIEVRE";25;0,0392;0,697;29,075
"23046";1876;"NIEVRE";30;0,0421;0,669;25,59
"23047";1876;"NIEVRE";35;0,0457;0,641;22,245
"23048";1876;"NIEVRE";40;0,0498;0,612;19,04
"23049";1876;"NIEVRE";45;0,0565;0,581;15,98
"23050";1876;"NIEVRE";5;0,0273;0,778;44,08
"23051";1876;"NIEVRE";50;0,0723;0,548;13,075
"23052";1876;"NIEVRE";55;0,0981;0,509;10,335
"23053";1876;"NIEVRE";60;0,1422;0,459;7,79
"23054";1876;"NIEVRE";65;0,2077;0,394;5,495
"23055";1876;"NIEVRE";70;0,3073;0,312;3,525
"23056";1876;"NIEVRE";75;0,4265;0,216;1,965
"23057";1876;"NIEVRE";80;0,569;0,124;0,885
"23058";1876;"NIEVRE";85;0,735;0,053;0,265
"23059";1876;"NORD";0;0,2489;1;46,515
"23060";1876;"NORD";10;0,0209;0,728;37,76
"23061";1876;"NORD";15;0,0306;0,712;34,12
"23062";1876;"NORD";20;0,04;0,691;30,56
"23063";1876;"NORD";25;0,0433;0,663;27,105
"23064";1876;"NORD";30;0,0463;0,634;23,79
"23065";1876;"NORD";35;0,0498;0,605;20,62
"23066";1876;"NORD";40;0,0537;0,575;17,595
"23067";1876;"NORD";45;0,0601;0,544;14,72
"23068";1876;"NORD";5;0,0312;0,751;41,515
"23069";1876;"NORD";50;0,0762;0,511;12
"23070";1876;"NORD";55;0,1029;0,472;9,445
"23071";1876;"NORD";60;0,1482;0,424;7,085
"23072";1876;"NORD";65;0,2152;0,361;4,965
"23073";1876;"NORD";70;0,316;0,283;3,16
"23074";1876;"NORD";75;0,4349;0,194;1,745
"23075";1876;"NORD";80;0,5757;0,109;0,775
"23076";1876;"NORD";85;0,7396;0,046;0,23
"23077";1876;"OISE";0;0,1983;1;51,395
"23078";1876;"OISE";10;0,0165;0,783;42,385
"23079";1876;"OISE";15;0,0248;0,77;38,47
"23080";1876;"OISE";20;0,0326;0,751;34,62
"23081";1876;"OISE";25;0,0356;0,726;30,865
"23082";1876;"OISE";30;0,0384;0,7;27,235
"23083";1876;"OISE";35;0,042;0,673;23,735
"23084";1876;"OISE";40;0,0463;0,645;20,37
"23085";1876;"OISE";45;0,0533;0,615;17,145
"23086";1876;"OISE";5;0,0239;0,802;46,395
"23087";1876;"OISE";50;0,0688;0,582;14,07
"23088";1876;"OISE";55;0,0938;0,542;11,16
"23089";1876;"OISE";60;0,1367;0,491;8,45
"23090";1876;"OISE";65;0,2007;0,424;5,995
"23091";1876;"OISE";70;0,299;0,339;3,875
"23092";1876;"OISE";75;0,4185;0,238;2,18
"23093";1876;"OISE";80;0,5626;0,138;0,99
"23094";1876;"OISE";85;0,7305;0,06;0,3
"23095";1876;"ORNE";0;0,2072;1;50,5
"23096";1876;"ORNE";10;0,0173;0,773;41,535
"23097";1876;"ORNE";15;0,0258;0,759;37,67
"23098";1876;"ORNE";20;0,0339;0,74;33,875
"23099";1876;"ORNE";25;0,037;0,715;30,175
"23100";1876;"ORNE";30;0,0398;0,688;26,6
"23101";1876;"ORNE";35;0,0434;0,661;23,16
"23102";1876;"ORNE";40;0,0476;0,632;19,855
"23103";1876;"ORNE";45;0,0546;0,602;16,695
"23104";1876;"ORNE";5;0,0252;0,793;45,5
"23105";1876;"ORNE";50;0,0702;0,569;13,685
"23106";1876;"ORNE";55;0,0955;0,529;10,84
"23107";1876;"ORNE";60;0,1388;0,479;8,195
"23108";1876;"ORNE";65;0,2035;0,412;5,8
"23109";1876;"ORNE";70;0,3023;0,328;3,74
"23110";1876;"ORNE";75;0,4216;0,229;2,1
"23111";1876;"ORNE";80;0,5651;0,133;0,955
"23112";1876;"ORNE";85;0,7322;0,058;0,29
"23113";1876;"PAS-DE-CALAIS";0;0,2543;1;46,03
"23114";1876;"PAS-DE-CALAIS";10;0,0213;0,722;37,3
"23115";1876;"PAS-DE-CALAIS";15;0,0313;0,706;33,69
"23116";1876;"PAS-DE-CALAIS";20;0,0407;0,684;30,16
"23117";1876;"PAS-DE-CALAIS";25;0,0441;0,656;26,74
"23118";1876;"PAS-DE-CALAIS";30;0,0471;0,628;23,46
"23119";1876;"PAS-DE-CALAIS";35;0,0506;0,598;20,32
"23120";1876;"PAS-DE-CALAIS";40;0,0545;0,568;17,33
"23121";1876;"PAS-DE-CALAIS";45;0,0608;0,537;14,49
"23122";1876;"PAS-DE-CALAIS";5;0,032;0,746;41,03
"23123";1876;"PAS-DE-CALAIS";50;0,0769;0,504;11,805
"23124";1876;"PAS-DE-CALAIS";55;0,1038;0,465;9,285
"23125";1876;"PAS-DE-CALAIS";60;0,1494;0,417;6,96
"23126";1876;"PAS-DE-CALAIS";65;0,2166;0,355;4,875
"23127";1876;"PAS-DE-CALAIS";70;0,3177;0,278;3,1
"23128";1876;"PAS-DE-CALAIS";75;0,4365;0,19;1,71
"23129";1876;"PAS-DE-CALAIS";80;0,5769;0,107;0,76
"23130";1876;"PAS-DE-CALAIS";85;0,7405;0,045;0,225
"23131";1876;"PUY-DE-DOME";0;0,2658;1;44,995
"23132";1876;"PUY-DE-DOME";10;0,0223;0,709;36,325
"23133";1876;"PUY-DE-DOME";15;0,0326;0,694;32,78
"23134";1876;"PUY-DE-DOME";20;0,0424;0,671;29,31
"23135";1876;"PUY-DE-DOME";25;0,0458;0,643;25,955
"23136";1876;"PUY-DE-DOME";30;0,0489;0,613;22,74
"23137";1876;"PUY-DE-DOME";35;0,0524;0,583;19,675
"23138";1876;"PUY-DE-DOME";40;0,0561;0,553;16,76
"23139";1876;"PUY-DE-DOME";45;0,0622;0,522;13,995
"23140";1876;"PUY-DE-DOME";5;0,0338;0,734;39,995
"23141";1876;"PUY-DE-DOME";50;0,0785;0,489;11,385
"23142";1876;"PUY-DE-DOME";55;0,1056;0,451;8,94
"23143";1876;"PUY-DE-DOME";60;0,1518;0,403;6,685
"23144";1876;"PUY-DE-DOME";65;0,2196;0,342;4,67
